locus_tag	ftype	length_bp	gene	EC_number	COG	product
IHINPGCH_01371	CDS	927	gluQ	6.1.1.-	COG0008	Glutamyl-Q tRNA(Asp) synthetase
IHINPGCH_01372	CDS	1365	pcnB	2.7.7.19	COG0617	Poly(A) polymerase I
IHINPGCH_01373	CDS	480	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
IHINPGCH_01374	CDS	585	yadN			putative fimbrial-like protein YadN
IHINPGCH_01375	CDS	741	yadV			putative fimbrial chaperone YadV
IHINPGCH_01376	CDS	2601	htrE		COG3188	Outer membrane usher protein HtrE
IHINPGCH_01377	CDS	570	yadM			putative fimbrial-like protein YadM
IHINPGCH_01378	CDS	603	yadL			putative fimbrial-like protein YadL
IHINPGCH_01379	CDS	597	yadK			putative fimbrial-like protein YadK
IHINPGCH_01380	CDS	1275	yadC			putative fimbrial-like protein YadC
IHINPGCH_01381	CDS	795	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
IHINPGCH_01382	CDS	852	panC	6.3.2.1	COG0414	Pantothenate synthetase
IHINPGCH_01383	CDS	960	rpnA_1	3.1.21.-	COG5464	Recombination-promoting nuclease RpnA
IHINPGCH_01384	CDS	381	panD	4.1.1.11		Aspartate 1-decarboxylase
IHINPGCH_01385	CDS	1230	icaB_1	3.5.1.-	COG0726	Poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase
IHINPGCH_01386	CDS	441	manX_1	2.7.1.191	COG2893	PTS system mannose-specific EIIAB component
IHINPGCH_01387	CDS	771	yadH		COG0842	Inner membrane transport permease YadH
IHINPGCH_01388	CDS	927	yadG		COG1131	putative ABC transporter ATP-binding protein YadG
IHINPGCH_01389	CDS	663	can	4.2.1.1	COG0288	Carbonic anhydrase 2
IHINPGCH_01390	CDS	537	hpt	2.4.2.8	COG0634	Hypoxanthine phosphoribosyltransferase
IHINPGCH_01391	CDS	2391	gcd	1.1.5.2	COG4993	Quinoprotein glucose dehydrogenase
IHINPGCH_01392	CDS	1551	cueO		COG2132	Blue copper oxidase CueO
IHINPGCH_01393	CDS	309				hypothetical protein
IHINPGCH_01394	CDS	867	speE	2.5.1.-	COG0421	Polyamine aminopropyltransferase
IHINPGCH_01395	CDS	795	speD	4.1.1.50	COG1586	S-adenosylmethionine decarboxylase proenzyme
IHINPGCH_01396	CDS	363				hypothetical protein
IHINPGCH_01397	CDS	2598	acnB	4.2.1.3	COG1049	Aconitate hydratase B
IHINPGCH_01398	CDS	1758				hypothetical protein
IHINPGCH_01399	CDS	1425	lpdA	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
IHINPGCH_01400	CDS	1893	aceF	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
IHINPGCH_01401	CDS	2664	aceE	1.2.4.1	COG2609	Pyruvate dehydrogenase E1 component
IHINPGCH_01402	CDS	765	pdhR_1		COG2186	Pyruvate dehydrogenase complex repressor
IHINPGCH_01403	CDS	1371	aroP		COG1113	Aromatic amino acid transport protein AroP
IHINPGCH_01404	CDS	855	ampE		COG3725	Protein AmpE
IHINPGCH_01405	CDS	552	ampD	3.5.1.28	COG3023	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD
IHINPGCH_01406	CDS	894	nadC	2.4.2.19	COG0157	Nicotinate-nucleotide pyrophosphorylase [carboxylating]
IHINPGCH_01407	CDS	441	pilE1		COG4969	Fimbrial protein
IHINPGCH_01408	CDS	1386	epsE_1		COG2804	Type II secretion system protein E
IHINPGCH_01409	CDS	1203	epsF_1		COG1459	Type II secretion system protein F
IHINPGCH_01410	CDS	1044	guaC	1.7.1.7	COG0516	GMP reductase
IHINPGCH_01411	CDS	621	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
IHINPGCH_01412	CDS	744	zapD		COG4582	Cell division protein ZapD
IHINPGCH_01413	CDS	198	yacG		COG3024	DNA gyrase inhibitor YacG
IHINPGCH_01414	CDS	390	mutT	3.6.1.55	COG0494	8-oxo-dGTP diphosphatase
IHINPGCH_01415	CDS	2706	secA_1		COG0653	Protein translocase subunit SecA
IHINPGCH_01416	CDS	588	secM			Secretion monitor
IHINPGCH_01417	CDS	918	lpxC	3.5.1.108	COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase
IHINPGCH_01418	CDS	1152	ftsZ		COG0206	Cell division protein FtsZ
IHINPGCH_01419	CDS	1263	ftsA_1		COG0849	Cell division protein FtsA
IHINPGCH_01420	CDS	831	ftsQ		COG1589	Cell division protein FtsQ
IHINPGCH_01421	CDS	921	ddlB	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
IHINPGCH_01422	CDS	1476	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
IHINPGCH_01423	CDS	1068	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
IHINPGCH_01424	CDS	1245	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
IHINPGCH_01425	CDS	1317	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
IHINPGCH_01426	CDS	1083	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
IHINPGCH_01427	CDS	1359	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
IHINPGCH_01428	CDS	1488	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
IHINPGCH_01429	CDS	1767	ftsI	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase FtsI
IHINPGCH_01430	CDS	366	ftsL		COG3116	Cell division protein FtsL
IHINPGCH_01431	CDS	942	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
IHINPGCH_01432	CDS	459	mraZ		COG2001	Transcriptional regulator MraZ
IHINPGCH_01433	CDS	1005	cra		COG1609	Catabolite repressor/activator
IHINPGCH_01434	CDS	492	ilvH	2.2.1.6	COG0440	Acetolactate synthase isozyme 3 small subunit
IHINPGCH_01435	CDS	1725	ilvI	2.2.1.6	COG0028	Acetolactate synthase isozyme 3 large subunit
IHINPGCH_01436	CDS	945	leuO			HTH-type transcriptional regulator LeuO
IHINPGCH_01437	CDS	1572	leuA	2.3.3.13	COG0119	2-isopropylmalate synthase
IHINPGCH_01438	CDS	1092	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
IHINPGCH_01439	CDS	1401	leuC	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
IHINPGCH_01440	CDS	606	leuD	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit
IHINPGCH_01441	CDS	1179	setA			Sugar efflux transporter A
IHINPGCH_01442	CDS	132	sgrT			Putative inhibitor of glucose uptake transporter SgrT
IHINPGCH_01443	CDS	1656	sgrR_2		COG4533	HTH-type transcriptional regulator SgrR
IHINPGCH_01444	CDS	984	thiB		COG4143	Thiamine-binding periplasmic protein
IHINPGCH_01445	CDS	1611	cysW_1		COG4208	Sulfate transport system permease protein CysW
IHINPGCH_01446	CDS	699	thiQ	3.6.3.-	COG3840	Thiamine import ATP-binding protein ThiQ
IHINPGCH_01447	CDS	765	yabI		COG0586	Inner membrane protein YabI
IHINPGCH_01448	CDS	879	araC			Arabinose operon regulatory protein
IHINPGCH_01449	CDS	1701	araB	2.7.1.16	COG1069	Ribulokinase
IHINPGCH_01450	CDS	1503	araA	5.3.1.4	COG2160	L-arabinose isomerase
IHINPGCH_01451	CDS	696	araD	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase AraD
IHINPGCH_01452	CDS	2352	polB	2.7.7.7	COG0417	DNA polymerase II
IHINPGCH_01453	CDS	2907	rapA_1	3.6.4.-	COG0553	RNA polymerase-associated protein RapA
IHINPGCH_01454	CDS	660	rluA	5.4.99.28	COG0564	Ribosomal large subunit pseudouridine synthase A
IHINPGCH_01455	CDS	837	djlA		COG1076	Co-chaperone protein DjlA
IHINPGCH_01456	CDS	2355	lptD		COG1452	LPS-assembly protein LptD
IHINPGCH_01457	CDS	1287	surA	5.2.1.8	COG0760	Chaperone SurA
IHINPGCH_01458	CDS	990	pdxA	1.1.1.262	COG1995	4-hydroxythreonine-4-phosphate dehydrogenase
IHINPGCH_01459	CDS	822	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
IHINPGCH_01460	CDS	378	apaG		COG2967	Protein ApaG
IHINPGCH_01461	CDS	843	apaH	3.6.1.41	COG0639	Bis(5'-nucleosyl)-tetraphosphatase [symmetrical]
IHINPGCH_01462	CDS	591	folA	1.5.1.3	COG0262	Dihydrofolate reductase
IHINPGCH_01463	CDS	1863	kefC_1		COG0475	Glutathione-regulated potassium-efflux system protein KefC
IHINPGCH_01464	CDS	531	kefF_2	1.6.5.2	COG2249	Glutathione-regulated potassium-efflux system ancillary protein KefF
IHINPGCH_01465	CDS	1332	ygcS_1			Inner membrane metabolite transport protein YgcS
IHINPGCH_01466	CDS	288	fixX_1		COG2440	Ferredoxin-like protein FixX
IHINPGCH_01467	CDS	1287		1.5.5.1	COG0644	Electron transfer flavoprotein-ubiquinone oxidoreductase
IHINPGCH_01468	CDS	942	fixB_1		COG2025	Protein FixB
IHINPGCH_01469	CDS	771	fixA_1		COG2086	Protein FixA
IHINPGCH_01470	CDS	1515	caiT_1		COG1292	L-carnitine/gamma-butyrobetaine antiporter
IHINPGCH_01471	CDS	1143	caiA_1	1.3.8.13	COG1960	Crotonobetainyl-CoA reductase
IHINPGCH_01472	CDS	1218	caiB	2.8.3.21	COG1804	L-carnitine CoA-transferase
IHINPGCH_01473	CDS	1554	caiC	6.2.1.48	COG0318	Crotonobetaine/carnitine--CoA ligase
IHINPGCH_01474	CDS	786	caiD	4.2.1.149	COG1024	Carnitinyl-CoA dehydratase
IHINPGCH_01475	CDS	591	yrdA_1		COG0663	Protein YrdA
IHINPGCH_01476	CDS	396				hypothetical protein
IHINPGCH_01477	CDS	219				hypothetical protein
IHINPGCH_01478	CDS	3222	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
IHINPGCH_01479	CDS	1149	carA	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
IHINPGCH_01480	CDS	822	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
IHINPGCH_01481	CDS	915	rihC	3.2.-.-	COG1957	Non-specific ribonucleoside hydrolase RihC
IHINPGCH_01482	CDS	951	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
IHINPGCH_01483	CDS	450	fkpB	5.2.1.8	COG1047	FKBP-type 16 kDa peptidyl-prolyl cis-trans isomerase
IHINPGCH_01484	CDS	495	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
IHINPGCH_01485	CDS	2817	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
IHINPGCH_01486	CDS	942	ribF		COG0196	Riboflavin biosynthesis protein RibF
IHINPGCH_01487	CDS	264	rpsT		COG0268	30S ribosomal protein S20
IHINPGCH_01488	CDS	213				hypothetical protein
IHINPGCH_01489	CDS	777				hypothetical protein
IHINPGCH_01490	CDS	1170	yehB_1		COG3188	Outer membrane usher protein YehB
IHINPGCH_01491	CDS	960				hypothetical protein
IHINPGCH_01492	CDS	900	nhaR		COG0583	Transcriptional activator protein NhaR
IHINPGCH_01493	CDS	1167	nhaA		COG3004	Na(+)/H(+) antiporter NhaA
IHINPGCH_01494	CDS	210	hokC_1			Toxic protein HokC
IHINPGCH_01495	CDS	1131	dnaJ		COG0484	Chaperone protein DnaJ
IHINPGCH_01496	CDS	1917	dnaK_1		COG0443	Chaperone protein DnaK
IHINPGCH_01497	CDS	405				hypothetical protein
IHINPGCH_01498	CDS	714				hypothetical protein
IHINPGCH_01499	CDS	567	satP		COG1584	Succinate-acetate/proton symporter SatP
IHINPGCH_01500	CDS	588	mog	2.7.7.75	COG0521	Molybdopterin adenylyltransferase
IHINPGCH_01501	CDS	954	tal_1	2.2.1.2		Transaldolase
IHINPGCH_01502	CDS	1431	alsT		COG1115	Amino-acid carrier protein AlsT
IHINPGCH_01503	CDS	777				hypothetical protein
IHINPGCH_01504	CDS	297				hypothetical protein
IHINPGCH_01505	CDS	1287	thrC	4.2.3.1	COG0498	Threonine synthase
IHINPGCH_01506	CDS	933	thrB	2.7.1.39	COG0083	Homoserine kinase
IHINPGCH_01507	CDS	2463	thrA		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 1
IHINPGCH_01508	CDS	687		2.1.1.-	COG0565	putative tRNA/rRNA methyltransferase
IHINPGCH_01509	CDS	717	arcA		COG0745	Aerobic respiration control protein ArcA
IHINPGCH_01510	CDS	1353	creD		COG4452	Inner membrane protein CreD
IHINPGCH_01511	CDS	1425	creC	2.7.13.3	COG0642	Sensor protein CreC
IHINPGCH_01512	CDS	690	creB		COG0745	Transcriptional regulatory protein CreB
IHINPGCH_01513	CDS	474				hypothetical protein
IHINPGCH_01514	CDS	870	rob_2		COG2207	Right origin-binding protein
IHINPGCH_01515	CDS	648	pspB_1	3.1.3.3	COG0406	Putative phosphoserine phosphatase 2
IHINPGCH_01516	CDS	513	yjjX	3.6.1.-	COG1986	Non-canonical purine NTP phosphatase
IHINPGCH_01517	CDS	297	trpR		COG2973	Trp operon repressor
IHINPGCH_01518	CDS	1938	slt	4.2.2.-	COG0741	Soluble lytic murein transglycosylase
IHINPGCH_01519	CDS	1668	ettA		COG0488	Energy-dependent translational throttle protein EttA
IHINPGCH_01520	CDS	1233	nadR		COG1056	Trifunctional NAD biosynthesis/regulator protein NadR
IHINPGCH_01521	CDS	1383	radA	3.6.4.-	COG1066	DNA repair protein RadA
IHINPGCH_01522	CDS	969	serB	3.1.3.3	COG0560	Phosphoserine phosphatase
IHINPGCH_01523	CDS	645	ytjB		COG3726	putative inner membrane protein Smp
IHINPGCH_01524	CDS	1017	lplA	6.3.1.20	COG0095	Lipoate-protein ligase A
IHINPGCH_01525	CDS	150				hypothetical protein
IHINPGCH_01526	CDS	720	deoD	2.4.2.1	COG0813	Purine nucleoside phosphorylase DeoD-type
IHINPGCH_01527	CDS	1224	deoB_1	5.4.2.7	COG1015	Phosphopentomutase
IHINPGCH_01528	CDS	1323	deoA	2.4.2.4	COG0213	Thymidine phosphorylase
IHINPGCH_01529	CDS	780	deoC	4.1.2.4	COG0274	Deoxyribose-phosphate aldolase
IHINPGCH_01530	CDS	1551	yjjI			putative protein YjjI
IHINPGCH_01531	CDS	864	yjjW	1.97.1.-	COG1180	Putative glycyl-radical enzyme activating enzyme YjjW
IHINPGCH_01532	CDS	783	yjjV	3.1.-.-	COG0084	putative metal-dependent hydrolase YjjV
IHINPGCH_01533	CDS	1074				hypothetical protein
IHINPGCH_01534	CDS	162				hypothetical protein
IHINPGCH_01535	CDS	606	osmY_1		COG2823	Osmotically-inducible protein Y
IHINPGCH_01536	CDS	1590	prfC		COG4108	Peptide chain release factor RF3
IHINPGCH_01537	CDS	678	yjjG	3.1.3.5	COG1011	Pyrimidine 5'-nucleotidase YjjG
IHINPGCH_01538	CDS	447	rimI	2.3.1.128	COG0456	Ribosomal-protein-alanine acetyltransferase
IHINPGCH_01539	CDS	414	holD	2.7.7.7	COG3050	DNA polymerase III subunit psi
IHINPGCH_01540	CDS	1032	rsmC	2.1.1.172	COG2813	Ribosomal RNA small subunit methyltransferase C
IHINPGCH_01541	tRNA	87				tRNA-Leu(cag)
IHINPGCH_01542	tRNA	87				tRNA-Leu(cag)
IHINPGCH_01543	tRNA	87				tRNA-Leu(cag)
IHINPGCH_01544	CDS	237				hypothetical protein
IHINPGCH_01545	CDS	789	fhuF		COG4114	Ferric iron reductase protein FhuF
IHINPGCH_01546	CDS	678	bglJ		COG2197	Transcriptional activator protein BglJ
IHINPGCH_01547	CDS	726	yjjQ			Putative transcription factor YjjQ
IHINPGCH_01548	CDS	834	yjjP		COG2966	Inner membrane protein YjjP
IHINPGCH_01549	CDS	474				hypothetical protein
IHINPGCH_01550	CDS	540	dnaT			Primosomal protein 1
IHINPGCH_01551	CDS	738	dnaC_1		COG1484	DNA replication protein DnaC
IHINPGCH_01552	CDS	495				hypothetical protein
IHINPGCH_01553	CDS	2292	mdoB	2.7.8.20		Phosphoglycerol transferase I
IHINPGCH_01554	CDS	1023	lgoD	1.1.1.-	COG1063	L-galactonate-5-dehydrogenase
IHINPGCH_01555	CDS	915	lgoR		COG1802	putative HTH-type transcriptional regulator LgoR
IHINPGCH_01556	CDS	1362	lgoT_2			putative L-galactonate transporter
IHINPGCH_01557	CDS	1665	tsr		COG0840	Methyl-accepting chemotaxis protein I
IHINPGCH_01558	CDS	2151	btsT		COG1966	Pyruvate/proton symporter BtsT
IHINPGCH_01559	CDS	204				hypothetical protein
IHINPGCH_01560	CDS	957	yjiA		COG0523	putative GTP-binding protein YjiA
IHINPGCH_01561	CDS	1653				hypothetical protein
IHINPGCH_01562	CDS	2433	radD_2	3.6.4.12	COG1061	Putative DNA repair helicase RadD
IHINPGCH_01563	CDS	1470		2.1.1.72	COG0286	putative type I restriction enzymeP M protein
IHINPGCH_01564	CDS	1737	hsdS		COG0732	Type-1 restriction enzyme EcoKI specificity protein
IHINPGCH_01565	CDS	342	symE	3.1.-.-		Toxic protein SymE
IHINPGCH_01566	CDS	1371				hypothetical protein
IHINPGCH_01567	CDS	717				hypothetical protein
IHINPGCH_01568	CDS	165				hypothetical protein
IHINPGCH_01569	CDS	1413	norG		COG1167	HTH-type transcriptional regulator NorG
IHINPGCH_01570	CDS	957	rpnD	3.1.21.-		Recombination-promoting nuclease RpnD
IHINPGCH_01571	CDS	1233	mdtM			Multidrug resistance protein MdtM
IHINPGCH_01572	CDS	1248				hypothetical protein
IHINPGCH_01573	CDS	1152	fldC	4.2.1.-		(R)-phenyllactyl-CoA dehydratase beta subunit
IHINPGCH_01574	CDS	768	fldI	3.6.1.-		(R)-phenyllactate dehydratase activator
IHINPGCH_01575	CDS	258				hypothetical protein
IHINPGCH_01576	CDS	972	yjiK		COG3204	putative protein YjiK
IHINPGCH_01577	CDS	1179				hypothetical protein
IHINPGCH_01578	CDS	555	kptA	2.7.1.-		RNA 2'-phosphotransferase
IHINPGCH_01579	CDS	684				hypothetical protein
IHINPGCH_01580	CDS	462	yjiG		COG0700	Inner membrane protein YjiG
IHINPGCH_01581	CDS	1173	iadA	3.4.19.-		Isoaspartyl dipeptidase
IHINPGCH_01582	CDS	912	yjiE_2			HTH-type transcriptional regulator YjiE
IHINPGCH_01583	CDS	393	iraD			Anti-adapter protein IraD
IHINPGCH_01584	CDS	831				hypothetical protein
IHINPGCH_01585	CDS	726	pdhR_2		COG2186	Pyruvate dehydrogenase complex repressor
IHINPGCH_01586	CDS	195				hypothetical protein
IHINPGCH_01587	CDS	1461	por_1	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
IHINPGCH_01588	CDS	1185	uxuA	4.2.1.8	COG1312	Mannonate dehydratase
IHINPGCH_01589	CDS	1344	gntP		COG2610	High-affinity gluconate transporter
IHINPGCH_01590	CDS	135				hypothetical protein
IHINPGCH_01591	CDS	276				hypothetical protein
IHINPGCH_01592	CDS	378				hypothetical protein
IHINPGCH_01593	CDS	1152				hypothetical protein
IHINPGCH_01594	CDS	384				hypothetical protein
IHINPGCH_01595	CDS	348				hypothetical protein
IHINPGCH_01596	CDS	1536				hypothetical protein
IHINPGCH_01597	CDS	603				hypothetical protein
IHINPGCH_01598	CDS	207				hypothetical protein
IHINPGCH_01599	CDS	267				hypothetical protein
IHINPGCH_01600	CDS	201				hypothetical protein
IHINPGCH_01601	CDS	570				hypothetical protein
IHINPGCH_01602	CDS	411				hypothetical protein
IHINPGCH_01603	CDS	345				hypothetical protein
IHINPGCH_01604	CDS	1380				hypothetical protein
IHINPGCH_01605	CDS	1035	php_1		COG1735	Phosphotriesterase homology protein
IHINPGCH_01606	CDS	264				hypothetical protein
IHINPGCH_01607	CDS	609				hypothetical protein
IHINPGCH_01608	CDS	759				hypothetical protein
IHINPGCH_01609	CDS	1215	rbsK_2	2.7.1.15	COG0524	Ribokinase
IHINPGCH_01610	CDS	117				hypothetical protein
IHINPGCH_01611	CDS	546	cobU	2.7.1.156	COG2087	Bifunctional adenosylcobalamin biosynthesis protein CobU
IHINPGCH_01612	CDS	744	cobS	2.7.8.26	COG0368	Adenosylcobinamide-GDP ribazoletransferase
IHINPGCH_01613	CDS	1080	cobT	2.4.2.21	COG2038	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
IHINPGCH_01614	CDS	936	erfK	2.-.-.-	COG1376	putative L,D-transpeptidase ErfK/SrfK
IHINPGCH_01615	tRNA	76				tRNA-Asn(gtt)
IHINPGCH_01616	CDS	918	gltC_1			HTH-type transcriptional regulator GltC
IHINPGCH_01617	CDS	951	cbl			HTH-type transcriptional regulator cbl
IHINPGCH_01618	tRNA	76				tRNA-Asn(gtt)
IHINPGCH_01619	CDS	1455	yeeO		COG0534	putative FMN/FAD exporter YeeO
IHINPGCH_01620	tRNA	76				tRNA-Asn(gtt)
IHINPGCH_01621	CDS	717	yeeN		COG0217	putative transcriptional regulatory protein YeeN
IHINPGCH_01622	CDS	1455	amn	3.2.2.4	COG0775	AMP nucleosidase
IHINPGCH_01623	CDS	1317	yhjE_1			Inner membrane metabolite transport protein YhjE
IHINPGCH_01624	CDS	1053				hypothetical protein
IHINPGCH_01625	CDS	648				hypothetical protein
IHINPGCH_01626	CDS	1263				hypothetical protein
IHINPGCH_01627	CDS	711				hypothetical protein
IHINPGCH_01628	CDS	2022	fyuA		COG1629	Pesticin receptor
IHINPGCH_01629	CDS	1578	dhbE	6.3.2.-	COG1021	2,3-dihydroxybenzoate-AMP ligase
IHINPGCH_01630	CDS	804	pikAV	3.1.2.-		Thioesterase PikA5
IHINPGCH_01631	CDS	1101				hypothetical protein
IHINPGCH_01632	CDS	9492	ppsE	2.3.1.41	COG3321	Phthiocerol synthesis polyketide synthase type I PpsE
IHINPGCH_01633	CDS	6108	angR			Anguibactin system regulator
IHINPGCH_01634	CDS	960	pchR		COG2207	Regulatory protein PchR
IHINPGCH_01635	CDS	1713	irtA	3.6.3.-	COG1132	Iron import ATP-binding/permease protein IrtA
IHINPGCH_01636	CDS	1803		3.6.3.-		Putative multidrug export ATP-binding/permease protein
IHINPGCH_01637	CDS	1281	ampG_2		COG0477	Protein AmpG
IHINPGCH_01638	CDS	1305	mbtI	5.4.99.5	COG0147	Salicylate synthase
IHINPGCH_01639	CDS	1263	intA_2		COG0582	Prophage integrase IntA
IHINPGCH_01640	tRNA	76				tRNA-Asn(gtt)
IHINPGCH_01641	CDS	798	mtfA		COG3228	Protein MtfA
IHINPGCH_01642	tRNA	90				tRNA-Ser(cga)
IHINPGCH_01643	CDS	651	zinT		COG3443	Metal-binding protein ZinT
IHINPGCH_01644	CDS	636	msrQ		COG2717	Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ
IHINPGCH_01645	CDS	1005	msrP	1.8.5.-	COG2041	Protein-methionine-sulfoxide reductase catalytic subunit MsrP
IHINPGCH_01646	CDS	414	hiuH	3.5.2.17	COG2351	5-hydroxyisourate hydrolase
IHINPGCH_01647	CDS	783	yedW		COG0745	putative transcriptional regulatory protein YedW
IHINPGCH_01648	CDS	1359	yedV	2.7.13.3	COG0642	putative sensor-like histidine kinase YedV
IHINPGCH_01649	CDS	852	hchA	3.1.2.-	COG0693	Protein/nucleic acid deglycase 1
IHINPGCH_01650	CDS	276				hypothetical protein
IHINPGCH_01651	CDS	675	yedS_1		COG3203	Outer membrane protein YedS
IHINPGCH_01652	CDS	393	yedS_2		COG3203	Outer membrane protein YedS
IHINPGCH_01653	CDS	90				hypothetical protein
IHINPGCH_01654	CDS	303	yedR			Inner membrane protein YedR
IHINPGCH_01655	CDS	696	yedJ		COG1418	putative protein YedJ
IHINPGCH_01656	CDS	1419	dcm	2.1.1.37	COG0270	DNA-cytosine methyltransferase
IHINPGCH_01657	CDS	471	vsr	3.1.-.-	COG3727	Very short patch repair protein
IHINPGCH_01658	CDS	921	yedA_1			putative inner membrane transporter YedA
IHINPGCH_01659	CDS	918	yedI		COG2354	Inner membrane protein YedI
IHINPGCH_01660	CDS	183				hypothetical protein
IHINPGCH_01661	CDS	936	dgcQ_1	2.7.7.65		putative diguanylate cyclase DgcQ
IHINPGCH_01662	CDS	756	dgcQ_2	2.7.7.65		putative diguanylate cyclase DgcQ
IHINPGCH_01663	CDS	816	yedP	3.1.3.70	COG3769	Mannosyl-3-phosphoglycerate phosphatase
IHINPGCH_01664	CDS	228				hypothetical protein
IHINPGCH_01665	CDS	189	dsrB			Protein DsrB
IHINPGCH_01666	CDS	624	rcsA		COG2771	Transcriptional regulatory protein RcsA
IHINPGCH_01667	CDS	786	spaR_1		COG4791	Surface presentation of antigens protein SpaR
IHINPGCH_01668	CDS	270				hypothetical protein
IHINPGCH_01669	CDS	738	fliP		COG1338	Flagellar biosynthetic protein FliP
IHINPGCH_01670	CDS	366	fliO		COG3190	Flagellar protein FliO
IHINPGCH_01671	CDS	414	fliN		COG1886	Flagellar motor switch protein FliN
IHINPGCH_01672	CDS	1005	fliM		COG1868	Flagellar motor switch protein FliM
IHINPGCH_01673	CDS	465				hypothetical protein
IHINPGCH_01674	CDS	1128	fliK		COG3144	Flagellar hook-length control protein
IHINPGCH_01675	CDS	444	fliJ		COG2882	Flagellar FliJ protein
IHINPGCH_01676	CDS	1374	fliI	3.6.3.14	COG1157	Flagellum-specific ATP synthase
IHINPGCH_01677	CDS	687	fliH		COG1317	Flagellar assembly protein FliH
IHINPGCH_01678	CDS	996	fliG		COG1536	Flagellar motor switch protein FliG
IHINPGCH_01679	CDS	1659	fliF		COG1766	Flagellar M-ring protein
IHINPGCH_01680	CDS	315	fliE		COG1677	Flagellar hook-basal body complex protein FliE
IHINPGCH_01681	CDS	333	emrE_2		COG2076	Multidrug transporter EmrE
IHINPGCH_01682	CDS	552				hypothetical protein
IHINPGCH_01683	CDS	798	ureR		COG2207	Urease operon transcriptional activator
IHINPGCH_01684	CDS	549				hypothetical protein
IHINPGCH_01685	CDS	270				hypothetical protein
IHINPGCH_01686	CDS	498	yedK	3.4.-.-	COG2135	Putative SOS response-associated peptidase YedK
IHINPGCH_01687	CDS	234	yedF		COG0425	Putative sulfur carrier protein YedF
IHINPGCH_01688	CDS	1206				hypothetical protein
IHINPGCH_01689	CDS	414				hypothetical protein
IHINPGCH_01690	CDS	1488	amyA	3.2.1.1	COG0366	Cytoplasmic alpha-amylase
IHINPGCH_01691	CDS	366	fliT			Flagellar protein FliT
IHINPGCH_01692	CDS	411	fliS		COG1516	Flagellar secretion chaperone FliS
